gc.content	chrom.arm
chr5_15337546	0.409136318227	chr5
chr5_15392600	0.373633266091	chr5
chr5_15451590	0.394340987852	chr5
chr5_15504107	0.405574106398	chr5
chr5_15556814	0.403932309143	chr5
chr5_15611946	0.390114968023	chr5
chr5_15666047	0.392602882445	chr5
chr5_15717877	0.381391801716	chr5
chr5_15770326	0.401072616512	chr5
chr5_15823839	0.391689263203	chr5
chr5_15879525	0.411008713137	chr5
chr5_15939204	0.384062301212	chr5
chr5_15991080	0.399192762157	chr5
chr5_16042365	0.399888711937	chr5
chr5_16094481	0.403806062924	chr5
chr5_16146765	0.399197804518	chr5
chr5_16198871	0.390525951823	chr5
chr5_16250928	0.38806730332	chr5
chr5_16305902	0.387994216483	chr5
chr5_16366072	0.410968189935	chr5
chr5_16426555	0.409961027052	chr5
chr5_16478898	0.413423201063	chr5
chr5_16531567	0.42666371142	chr5
chr5_16585707	0.44863169609	chr5
chr5_16645013	0.441515032935	chr5
chr5_16706344	0.435694623506	chr5
chr5_16763741	0.437092379362	chr5
chr5_16820625	0.437136621563	chr5
chr5_16877899	0.445292179643	chr5
chr5_16935568	0.455521645756	chr5
chr5_16997496	0.437912245483	chr5
chr5_17060261	0.441261406954	chr5
chr5_17120859	0.438144682014	chr5
chr5_17179414	0.437264454454	chr5
chr5_17233808	0.406369075012	chr5
chr5_17288132	0.428144883233	chr5
chr5_17344397	0.421426571469	chr5
chr5_17401540	0.401686075855	chr5
chr5_17455036	0.426066379467	chr5
chr5_17587440	0.430785984242	chr5
chr5_17665494	0.379988841361	chr5
chr5_17719263	0.389226180032	chr5
chr5_17776252	0.37426443203	chr5
chr5_17829951	0.358229087751	chr5
chr5_17884069	0.366072090781	chr5
chr5_17938000	0.36849004663	chr5
chr5_17991398	0.352484586025	chr5
chr5_18045893	0.360984366819	chr5
chr5_18099368	0.364172200254	chr5
chr5_18152979	0.356711248664	chr5
chr5_18207260	0.353018847448	chr5
chr5_18262545	0.385500826086	chr5
chr5_18317623	0.35496746368	chr5
chr5_18370486	0.370562130178	chr5
chr5_18424565	0.354066494413	chr5
chr5_18483005	0.342550134808	chr5
chr5_18533817	0.380600335421	chr5
chr5_18592250	0.359506789213	chr5
chr5_18645127	0.353303069076	chr5
chr5_18702179	0.368492797406	chr5
chr5_18756464	0.341058589567	chr5
chr5_18808759	0.349162377164	chr5
chr5_18862183	0.332720936399	chr5
chr5_18914980	0.333830630914	chr5
chr5_18965921	0.35129391409	chr5
chr5_19019092	0.348646008074	chr5
chr5_19073338	0.343391606503	chr5
chr5_19128880	0.347828999146	chr5
chr5_19188598	0.348581936756	chr5
chr5_19241345	0.376168485345	chr5
chr5_19295046	0.356794984232	chr5
chr5_19348636	0.34418631157	chr5
chr5_19401278	0.346247976204	chr5
chr5_19454395	0.345039668098	chr5
chr5_19509350	0.35220046929	chr5
chr5_19565178	0.338517595167	chr5
chr5_19617322	0.342307617812	chr5
chr5_19668950	0.349500870043	chr5
chr5_19723544	0.368164238985	chr5
chr5_19778877	0.352024329975	chr5
chr5_19831486	0.350321928577	chr5
chr5_19884913	0.344291165248	chr5
chr5_19936017	0.335249939131	chr5
chr5_19989409	0.350745991686	chr5
chr5_20043296	0.340771360168	chr5
chr5_20096759	0.353676298707	chr5
chr5_20152371	0.350423968344	chr5
chr5_20205440	0.332866630087	chr5
chr5_20258292	0.355873413195	chr5
chr5_20314221	0.372116330081	chr5
chr5_20367104	0.351642443373	chr5
chr5_20424761	0.343070469153	chr5
chr5_20476726	0.347018158711	chr5
chr5_20528656	0.343766102407	chr5
chr5_20581054	0.362622926207	chr5
chr5_20634337	0.3583224645	chr5
chr5_20688773	0.354152659815	chr5
chr5_20834534	0.347768232134	chr5
chr5_20954774	0.35404393081	chr5
chr5_21007902	0.342853921605	chr5
chr5_21061119	0.371084052488	chr5
chr5_21120331	0.355088597347	chr5
chr5_21174677	0.339926868168	chr5
chr5_21226090	0.362619430223	chr5
chr5_21306366	0.348974564974	chr5
chr5_21419634	0.396441580275	chr5
chr5_21526703	0.343480017702	chr5
chr5_21578673	0.369386847023	chr5
chr5_21634857	0.349059263575	chr5
chr5_21688059	0.339308672813	chr5
chr5_21742504	0.344440364135	chr5
chr5_21794242	0.342222724448	chr5
chr5_21847338	0.359129450619	chr5
chr5_21901234	0.356229476531	chr5
chr5_21978888	0.355665361264	chr5
chr5_22054981	0.374691368989	chr5
chr5_22111277	0.357881089091	chr5
chr5_22219256	0.335159817352	chr5
chr5_22271815	0.347829254079	chr5
chr5_22326726	0.361843151811	chr5
chr5_22383302	0.348774849746	chr5
chr5_22437376	0.349114369048	chr5
chr5_22489146	0.35621581445	chr5
chr5_22541616	0.353373883292	chr5
chr5_22594225	0.363693758936	chr5
chr5_22648077	0.348304151316	chr5
chr5_22700734	0.34207401351	chr5
chr5_22752102	0.342680799678	chr5
chr5_22804272	0.353495281054	chr5
chr5_22859474	0.354003717184	chr5
chr5_22911125	0.355888212608	chr5
chr5_22965835	0.353618641312	chr5
chr5_23018105	0.357008086253	chr5
chr5_23070044	0.361934235977	chr5
chr5_23121743	0.356887792667	chr5
chr5_23176070	0.370200624164	chr5
chr5_23232144	0.352683965249	chr5
chr5_23284286	0.353623081054	chr5
chr5_23338286	0.344604905646	chr5
chr5_23392019	0.357989014985	chr5
chr5_23444271	0.355441193478	chr5
chr5_23496152	0.380915736822	chr5
chr5_23553329	0.322456290643	chr5
chr5_23604690	0.355011326543	chr5
chr5_23660752	0.367757435792	chr5
chr5_23714444	0.339866674264	chr5
chr5_23767096	0.350566558841	chr5
chr5_23819958	0.358602041005	chr5
chr5_23873950	0.347772145617	chr5
chr5_23930371	0.34647855825	chr5
chr5_23984027	0.352287310334	chr5
chr5_24037014	0.357541386778	chr5
chr5_24091499	0.34188179669	chr5
chr5_24144373	0.346024878313	chr5
chr5_24199842	0.355106843284	chr5
chr5_24252535	0.344800683583	chr5
chr5_24306368	0.368648511808	chr5
chr5_24361669	0.37014945379	chr5
chr5_24421352	0.354424278378	chr5
chr5_24475292	0.3428412598	chr5
chr5_24527458	0.337368298729	chr5
chr5_24579089	0.347005774096	chr5
chr5_24630871	0.357887024429	chr5
chr5_24686829	0.356231025965	chr5
chr5_24739861	0.350921713281	chr5
chr5_24795029	0.34893697798	chr5
chr5_24847708	0.354180945853	chr5
chr5_24900231	0.342367769873	chr5
chr5_24951958	0.336242592989	chr5
chr5_25007985	0.357457055098	chr5
chr5_25060726	0.35609261985	chr5
chr5_25123908	0.348779950022	chr5
chr5_25178331	0.353050490884	chr5
chr5_25235370	0.34280328531	chr5
chr5_25287358	0.350411272177	chr5
chr5_25341579	0.359816717119	chr5
chr5_25402031	0.336334417232	chr5
chr5_25455233	0.340776648961	chr5
chr5_25513405	0.332390601089	chr5
chr5_25565027	0.365713961665	chr5
chr5_25617928	0.351444506027	chr5
chr5_25675663	0.319082683796	chr5
chr5_25726724	0.35904811214	chr5
chr5_25778872	0.351529051988	chr5
chr5_25831191	0.362467309947	chr5
chr5_25886635	0.360641202965	chr5
chr5_25943028	0.334263661386	chr5
chr5_25994980	0.342672538123	chr5
chr5_26046982	0.343788390663	chr5
chr5_26099077	0.34132244839	chr5
chr5_26154443	0.33860598405	chr5
chr5_26207483	0.389180681881	chr5
chr5_26262125	0.343433246452	chr5
chr5_26317372	0.369781237719	chr5
chr5_26370808	0.356580702117	chr5
chr5_26424046	0.366833667335	chr5
chr5_26483925	0.348812297978	chr5
chr5_26537136	0.352172424289	chr5
chr5_26589703	0.327385435375	chr5
chr5_26641485	0.365195135094	chr5
chr5_26693448	0.34101408664	chr5
chr5_26746263	0.336348034017	chr5
chr5_26798119	0.349149439317	chr5
chr5_26850554	0.336401357978	chr5
chr5_26903573	0.343805903399	chr5
chr5_26957236	0.340419902867	chr5
chr5_27010152	0.32557234833	chr5
chr5_27061562	0.356010652953	chr5
chr5_27116006	0.348093572938	chr5
chr5_27169482	0.358212877792	chr5
chr5_27226556	0.345580634855	chr5
chr5_27279764	0.350024666996	chr5
chr5_27332465	0.332059654937	chr5
chr5_27383759	0.3335723045	chr5
chr5_27436763	0.346381857533	chr5
chr5_27489897	0.355232830507	chr5
chr5_27543261	0.334270650264	chr5
chr5_27594470	0.355177315304	chr5
chr5_27649343	0.344318793753	chr5
chr5_27705052	0.346261566278	chr5
chr5_27761465	0.344112737296	chr5
chr5_27812982	0.349168691895	chr5
chr5_27864827	0.345965410384	chr5
chr5_27922589	0.336595832784	chr5
chr5_27975717	0.352544811008	chr5
chr5_28028549	0.357999963583	chr5
chr5_28083467	0.339424333256	chr5
chr5_28135510	0.344757196097	chr5
chr5_28188906	0.34130989011	chr5
chr5_28245780	0.350871275998	chr5
chr5_28299149	0.338638646373	chr5
chr5_28350920	0.346409260805	chr5
chr5_28406033	0.361689947332	chr5
chr5_28458436	0.356942848937	chr5
chr5_28514147	0.344629120626	chr5
chr5_28568355	0.345685577029	chr5
chr5_28622892	0.335413954201	chr5
chr5_28675119	0.332753535506	chr5
chr5_28728010	0.345962765863	chr5
chr5_28784570	0.358437983829	chr5
chr5_28842699	0.356849777532	chr5
chr5_28900459	0.355215679091	chr5
chr5_28955053	0.353548274049	chr5
chr5_29012122	0.349649168887	chr5
chr5_29065423	0.358482732591	chr5
chr5_29118412	0.349231434968	chr5
chr5_29171562	0.340393153824	chr5
chr5_29227417	0.350678691475	chr5
chr5_29281859	0.334070714891	chr5
chr5_29336104	0.324582804723	chr5
chr5_29387338	0.353124479253	chr5
chr5_29447347	0.365097381234	chr5
chr5_29508138	0.349999124389	chr5
chr5_29565240	0.339088898389	chr5
chr5_29619042	0.348120694819	chr5
chr5_29672465	0.337426335437	chr5
chr5_29725237	0.336107469266	chr5
chr5_29777865	0.340536357975	chr5
chr5_29830851	0.344851404163	chr5
chr5_29885865	0.363212345726	chr5
chr5_29937963	0.352130301312	chr5
chr5_29989105	0.352937961192	chr5
chr5_30043989	0.344460334186	chr5
chr5_30097132	0.340968810693	chr5
chr5_30149649	0.358751680861	chr5
chr5_30203192	0.368633288737	chr5
chr5_30256260	0.347470109995	chr5
chr5_30308534	0.344420679991	chr5
chr5_30362769	0.349722770416	chr5
chr5_30415973	0.348230684462	chr5
chr5_30473141	0.365358011735	chr5
chr5_30536029	0.350333403793	chr5
chr5_30588067	0.345281433772	chr5
chr5_30641631	0.350470423669	chr5
chr5_30693817	0.356190021835	chr5
chr5_30748315	0.360835548235	chr5
chr5_30801740	0.373401223412	chr5
chr5_30859283	0.367959450994	chr5
chr5_30911959	0.374175726252	chr5
chr5_30968068	0.37152544899	chr5
chr5_31021743	0.373944377714	chr5
chr5_31075857	0.387981898379	chr5
chr5_31128227	0.381726393085	chr5
chr5_31180520	0.382324650841	chr5
chr5_31232501	0.388028182534	chr5
chr5_31284589	0.377342056364	chr5
chr5_31336252	0.421962233951	chr5
chr5_31388732	0.401170760624	chr5
chr5_31442713	0.384182908546	chr5
chr5_31496072	0.420445162119	chr5
chr5_31550568	0.41196954696	chr5
chr5_31609149	0.454478540509	chr5
chr5_31666209	0.466687717082	chr5
chr5_31723214	0.460176683965	chr5
chr5_31780830	0.447772515044	chr5
chr5_31840156	0.454626379348	chr5
chr5_31899694	0.443672742321	chr5
chr5_31955270	0.454825244092	chr5
chr5_32011805	0.445074575095	chr5
chr5_32069464	0.442619198535	chr5
chr5_32126259	0.4232958814	chr5
chr5_32186157	0.452603231598	chr5
chr5_32247426	0.438401171203	chr5
chr5_32306168	0.433620632057	chr5
chr5_32366035	0.37647664015	chr5
chr5_32420465	0.428318552102	chr5
chr5_32475827	0.450099497454	chr5
chr5_32535124	0.439350270721	chr5
chr5_32595148	0.417285336617	chr5
chr5_32650373	0.424988112221	chr5
chr5_32709256	0.409690732155	chr5
chr5_32768136	0.415404184537	chr5
chr5_32829456	0.388284281253	chr5
chr5_32882290	0.380803451967	chr5
chr5_32942081	0.389814779743	chr5
chr5_32994882	0.376756379548	chr5
chr5_33047902	0.387358644996	chr5
chr5_33107768	0.381836568909	chr5
chr5_33168086	0.367073550135	chr5
chr5_33222728	0.374130816841	chr5
chr5_33275075	0.372899179389	chr5
chr5_33328327	0.391988917609	chr5
chr5_33387519	0.39871371695	chr5
chr5_33446292	0.398600742769	chr5
chr5_33499605	0.433485323948	chr5
chr5_33557283	0.408557768376	chr5
chr5_33615428	0.39941912596	chr5
chr5_33666729	0.391587567467	chr5
chr5_33720458	0.416048537039	chr5
chr5_33771552	0.390080298641	chr5
chr5_33822984	0.40174910697	chr5
chr5_33879812	0.412081449627	chr5
chr5_33934225	0.423357803413	chr5
chr5_33986669	0.402358017449	chr5
chr5_34039509	0.373609215017	chr5
chr5_34156708	0.372094961359	chr5
chr5_34336696	0.370407958103	chr5
chr5_34441142	0.431852571556	chr5
chr5_34503924	0.416406428517	chr5
chr5_34556439	0.440813821577	chr5
chr5_34610209	0.429231260182	chr5
chr5_34669747	0.421300591178	chr5
chr5_34724721	0.428301480217	chr5
chr5_34785049	0.408007989831	chr5
chr5_34840118	0.396577423067	chr5
chr5_34893118	0.396914677269	chr5
chr5_34947698	0.405965858041	chr5
chr5_35003347	0.408894549335	chr5
chr5_35061449	0.420760671525	chr5
chr5_35122920	0.394863310486	chr5
chr5_35173691	0.412327390479	chr5
chr5_35227424	0.399766391799	chr5
chr5_35284784	0.37991817959	chr5
chr5_35337826	0.388959153499	chr5
chr5_35393962	0.377426520848	chr5
chr5_35452481	0.386073024187	chr5
chr5_35510899	0.384921143736	chr5
chr5_35565491	0.372185164752	chr5
chr5_35625307	0.373639388641	chr5
chr5_35678499	0.370027258344	chr5
chr5_35730959	0.374947996744	chr5
chr5_35786243	0.401211681064	chr5
chr5_35838566	0.389807608137	chr5
chr5_35891114	0.417287423382	chr5
chr5_35948704	0.405013241822	chr5
chr5_36002321	0.415159487011	chr5
chr5_36057058	0.383673770371	chr5
chr5_36111301	0.380416848414	chr5
chr5_36164029	0.363133077192	chr5
chr5_36221288	0.372408630221	chr5
chr5_36273383	0.376870583345	chr5
chr5_36331118	0.408729048977	chr5
chr5_36384754	0.402822958593	chr5
chr5_36439164	0.409977902431	chr5
chr5_36497993	0.398920535607	chr5
chr5_36556169	0.395841781251	chr5
chr5_36610422	0.401467002055	chr5
chr5_36662500	0.421768308192	chr5
chr5_36713610	0.427228181698	chr5
chr5_36766466	0.387326906543	chr5
chr5_36821132	0.374672734621	chr5
chr5_36878042	0.352309383504	chr5
chr5_36933532	0.336790361446	chr5
chr5_36985406	0.347880707887	chr5
chr5_37040329	0.387362448418	chr5
chr5_37098488	0.391914980864	chr5
chr5_37157015	0.381923564572	chr5
chr5_37212224	0.409103087422	chr5
chr5_37275674	0.414615235511	chr5
chr5_37337581	0.430872224201	chr5
chr5_37404948	0.395369974337	chr5
chr5_37479763	0.398663525644	chr5
chr5_37544709	0.385252160633	chr5
chr5_37602330	0.370806529709	chr5
chr5_37660157	0.387839794113	chr5
chr5_37722326	0.392416113485	chr5
chr5_37777310	0.435871778667	chr5
chr5_37834273	0.444093997625	chr5
chr5_37885635	0.423799663267	chr5
chr5_37937307	0.398193415324	chr5
chr5_37989670	0.410147705054	chr5
chr5_38041326	0.388823034567	chr5
chr5_38093629	0.41371983609	chr5
chr5_38146340	0.418964741704	chr5
chr5_38204141	0.410805783994	chr5
chr5_38258981	0.401299176931	chr5
chr5_38310859	0.426793058296	chr5
chr5_38365081	0.424913169999	chr5
chr5_38418345	0.460795008708	chr5
chr5_38470595	0.379202322738	chr5
chr5_38522946	0.401318571483	chr5
chr5_38574971	0.405190067285	chr5
chr5_38633081	0.421334595362	chr5
chr5_38685905	0.419209344115	chr5
chr5_38741554	0.409064377036	chr5
chr5_38794662	0.416838243552	chr5
chr5_38848087	0.410180521343	chr5
chr5_38902484	0.381359971024	chr5
chr5_38954940	0.340111780662	chr5
chr5_39009868	0.371547223132	chr5
chr5_39067900	0.372453779254	chr5
chr5_39119986	0.366728850986	chr5
chr5_39172517	0.399310105604	chr5
chr5_39224408	0.38834746451	chr5
chr5_39285973	0.353997638365	chr5
chr5_39338478	0.401669939323	chr5
chr5_39395006	0.39383243192	chr5
chr5_39447700	0.369392017327	chr5
chr5_39499411	0.38477935246	chr5
chr5_39551484	0.380630589936	chr5
chr5_39606828	0.382950358287	chr5
chr5_39660834	0.376696592676	chr5
chr5_39717417	0.356982024243	chr5
chr5_39770710	0.372662313241	chr5
chr5_39829207	0.351667630615	chr5
chr5_39881076	0.36096	chr5
chr5_39937325	0.367300197632	chr5
chr5_39991465	0.360811784929	chr5
chr5_40045567	0.359960552268	chr5
chr5_40097280	0.379846017579	chr5
chr5_40155987	0.361976014963	chr5
chr5_40210520	0.370565218205	chr5
chr5_40263932	0.372485278547	chr5
chr5_40317764	0.373629904673	chr5
chr5_40373781	0.384815268908	chr5
chr5_40428427	0.382225997123	chr5
chr5_40486117	0.375612126649	chr5
chr5_40539618	0.383833183164	chr5
chr5_40601769	0.383305373392	chr5
chr5_40660781	0.391822118588	chr5
chr5_40720820	0.382026559942	chr5
chr5_40775789	0.421800546031	chr5
chr5_40834759	0.425986567314	chr5
chr5_40894612	0.381693594671	chr5
chr5_40952110	0.402731735594	chr5
chr5_41007312	0.388880105402	chr5
chr5_41064236	0.373891088938	chr5
chr5_41122062	0.377291854524	chr5
chr5_41175293	0.360184719015	chr5
chr5_41232893	0.372896640035	chr5
chr5_41288339	0.381074499096	chr5
chr5_41342540	0.374596299251	chr5
chr5_41395177	0.368235920447	chr5
chr5_41447770	0.370471174578	chr5
chr5_41504351	0.376814766178	chr5
chr5_41559178	0.383231209481	chr5
chr5_41621030	0.388725636066	chr5
chr5_41674797	0.370352825255	chr5
chr5_41727570	0.378342030233	chr5
chr5_41783336	0.364461484292	chr5
chr5_41834457	0.380068038592	chr5
chr5_41888249	0.379341068004	chr5
chr5_41939877	0.363255308506	chr5
chr5_41997849	0.361057736298	chr5
chr5_42052493	0.366347826087	chr5
chr5_42109992	0.383908625784	chr5
chr5_42165499	0.364215986456	chr5
chr5_42221020	0.368773414736	chr5
chr5_42278675	0.377481949458	chr5
chr5_42331858	0.371451355662	chr5
chr5_42388287	0.392347473742	chr5
chr5_42444555	0.392513368984	chr5
chr5_42503459	0.380852563627	chr5
chr5_42557366	0.392596854622	chr5
chr5_42609505	0.385676439421	chr5
chr5_42666124	0.366162485282	chr5
chr5_42721328	0.368836820084	chr5
chr5_42781077	0.381705022943	chr5
chr5_42837955	0.393938376854	chr5
chr5_42897542	0.438146894904	chr5
chr5_42957829	0.430516106685	chr5
chr5_43015568	0.440936210779	chr5
chr5_43076408	0.444640401262	chr5
chr5_43138212	0.431455406811	chr5
chr5_43198792	0.428294069721	chr5
chr5_43256478	0.406685092417	chr5
chr5_43314367	0.418740408198	chr5
chr5_43384087	0.41191321499	chr5
chr5_43447461	0.379577275175	chr5
chr5_43506884	0.405821976589	chr5
chr5_43565145	0.408403569658	chr5
chr5_43621620	0.376523193501	chr5
chr5_43680213	0.372857046436	chr5
chr5_43739476	0.392878612717	chr5
chr5_43804350	0.375630819532	chr5
chr5_43860625	0.360613856433	chr5
chr5_43916598	0.381149432131	chr5
chr5_43983778	0.380951602622	chr5
chr5_44044958	0.362683401096	chr5
chr5_44101527	0.378354045755	chr5
chr5_44163727	0.370464075299	chr5
chr5_44220247	0.356339352897	chr5
chr5_44273406	0.349489067763	chr5
chr5_44325956	0.349404773735	chr5
chr5_44376272	0.363012359199	chr5
chr5_44427407	0.35526443286	chr5
chr5_44479007	0.356463503855	chr5
chr5_44532313	0.371806569343	chr5
chr5_44591496	0.363343371903	chr5
chr5_44648276	0.373251808474	chr5
chr5_44706335	0.356543261159	chr5
chr5_44764111	0.368339868795	chr5
chr5_44817919	0.357665312154	chr5
chr5_44872058	0.365685130098	chr5
chr5_44925171	0.36394794825	chr5
chr5_44978271	0.370413175383	chr5
chr5_45033646	0.342825070159	chr5
chr5_45087095	0.36651488247	chr5
chr5_45143973	0.360269486292	chr5
chr5_45197407	0.378618347327	chr5
chr5_45255409	0.35120602243	chr5
chr5_45307480	0.357737932806	chr5
chr5_45369776	0.326563691838	chr5
chr5_45422215	0.337535040355	chr5
chr5_45475367	0.353960271982	chr5
chr5_45535223	0.350895731858	chr5
chr5_45595787	0.342641026606	chr5
chr5_45648932	0.355318858391	chr5
chr5_45707515	0.373272286004	chr5
chr5_45765611	0.366180373715	chr5
chr5_45821749	0.36284672306	chr5
chr5_45887831	0.370385555468	chr5
chr5_45951245	0.366125090813	chr5
chr5_46011808	0.356478556889	chr5
chr5_46068795	0.358856984325	chr5
chr5_46126466	0.373298463338	chr5
chr5_46188027	0.370750934879	chr5
chr5_46247392	0.356436741255	chr5
chr5_46301510	0.367757557969	chr5
chr5_46369649	0.383448642895	chr5
chr5_49482388	0.364804790274	chr5
chr5_49548521	0.371378232922	chr5
chr5_49621171	0.380431626827	chr5
chr5_49693501	0.385428606268	chr5
chr5_49775510	0.367976917691	chr5
chr5_49858343	0.366933765237	chr5
chr5_49928728	0.377564433941	chr5
chr5_49996432	0.352017282653	chr5
chr5_50047812	0.352351594802	chr5
chr5_50101987	0.355042699119	chr5
chr5_50154329	0.379658370308	chr5
chr5_50206841	0.401464101361	chr5
chr5_50260115	0.381112654834	chr5
chr5_50311217	0.357462903695	chr5
chr5_50362771	0.359705698776	chr5
chr5_50415641	0.362904242861	chr5
chr5_50471145	0.345119377263	chr5
chr5_50522787	0.356184747286	chr5
chr5_50580638	0.366323079401	chr5
chr5_50642727	0.407473150091	chr5
chr5_50698499	0.355512157016	chr5
chr5_50749703	0.348325434128	chr5
chr5_50800551	0.326491966335	chr5
chr5_50852830	0.330498533724	chr5
chr5_50903979	0.355726348076	chr5
chr5_50960707	0.352554912476	chr5
chr5_51017205	0.348974117811	chr5
chr5_51074618	0.356674617899	chr5
chr5_51131212	0.344887348354	chr5
chr5_51183718	0.356219770254	chr5
chr5_51236645	0.357669854232	chr5
chr5_51292486	0.333159782483	chr5
chr5_51344343	0.354368463395	chr5
chr5_51406492	0.340610956462	chr5
chr5_51461454	0.335870008692	chr5
chr5_51517826	0.328036322361	chr5
chr5_51572447	0.363011611767	chr5
chr5_51631524	0.353162073797	chr5
chr5_51685048	0.369702133966	chr5
chr5_51739031	0.350828620798	chr5
chr5_51789958	0.358431937081	chr5
chr5_51846919	0.347588560037	chr5
chr5_51899086	0.370540325448	chr5
chr5_51958142	0.375582681878	chr5
chr5_52013274	0.379925406637	chr5
chr5_52071187	0.378188079977	chr5
chr5_52123451	0.366670522906	chr5
chr5_52175314	0.361535223664	chr5
chr5_52227579	0.386755929739	chr5
chr5_52286729	0.386681460792	chr5
chr5_52339001	0.370110996235	chr5
chr5_52390263	0.390975880233	chr5
chr5_52447974	0.400684321203	chr5
chr5_52504087	0.395075764305	chr5
chr5_52560379	0.373157511528	chr5
chr5_52622183	0.380552640783	chr5
chr5_52673644	0.381697102324	chr5
chr5_52726651	0.397595949445	chr5
chr5_52778396	0.390206044893	chr5
chr5_52837023	0.377028346196	chr5
chr5_52891315	0.357027666284	chr5
chr5_52947122	0.37147995573	chr5
chr5_53012177	0.380547073993	chr5
chr5_53075385	0.421854613985	chr5
chr5_53137467	0.401647595718	chr5
chr5_53197068	0.389573226198	chr5
chr5_53249835	0.389610629267	chr5
chr5_53304024	0.389059507895	chr5
chr5_53359377	0.367329906489	chr5
chr5_53412097	0.360742455903	chr5
chr5_53465217	0.385466855331	chr5
chr5_53521047	0.396992621649	chr5
chr5_53574581	0.410366343835	chr5
chr5_53626826	0.393391969944	chr5
chr5_53683786	0.404778533358	chr5
chr5_53738195	0.420377370841	chr5
chr5_53799301	0.423239526065	chr5
chr5_53854413	0.425525779884	chr5
chr5_53909901	0.421736145543	chr5
chr5_53962338	0.405502839211	chr5
chr5_54015873	0.417322680068	chr5
chr5_54066811	0.401997949986	chr5
chr5_54128273	0.420308411735	chr5
chr5_54182161	0.411105002749	chr5
chr5_54236730	0.394767532266	chr5
chr5_54288177	0.39830408668	chr5
chr5_54347613	0.409891759501	chr5
chr5_54410897	0.393919302898	chr5
chr5_54463686	0.398058429258	chr5
chr5_54518589	0.421972811794	chr5
chr5_54572582	0.376531376093	chr5
chr5_54627352	0.369652886475	chr5
chr5_54681656	0.379145936982	chr5
chr5_54734719	0.385667987036	chr5
chr5_54790258	0.405555458561	chr5
chr5_54847534	0.42905109945	chr5
chr5_54911565	0.384974271012	chr5
chr5_54969864	0.401175899268	chr5
chr5_55027521	0.375809935205	chr5
chr5_55084469	0.393843444691	chr5
chr5_55143527	0.403771191973	chr5
chr5_55197143	0.428046161127	chr5
chr5_55252080	0.390141349079	chr5
chr5_55307969	0.448977376688	chr5
chr5_55372459	0.427971715156	chr5
chr5_55430581	0.423168557966	chr5
chr5_55487243	0.405877438221	chr5
chr5_55549480	0.429931509305	chr5
chr5_55605253	0.414745834456	chr5
chr5_55657226	0.409658127287	chr5
chr5_55713240	0.413904906129	chr5
chr5_55764746	0.440324141727	chr5
chr5_55817438	0.418387831525	chr5
chr5_55869243	0.413046363895	chr5
chr5_55921977	0.415499025925	chr5
chr5_55975360	0.407092408387	chr5
chr5_56029445	0.40053284461	chr5
chr5_56088373	0.406138350437	chr5
chr5_56140992	0.364245302655	chr5
chr5_56193840	0.381741396694	chr5
chr5_56246406	0.418373787801	chr5
chr5_56298686	0.410812222512	chr5
chr5_56356120	0.418713066316	chr5
chr5_56417039	0.439730586371	chr5
chr5_56480138	0.402916024113	chr5
chr5_56537201	0.390400258579	chr5
chr5_56592889	0.425625838176	chr5
chr5_56646576	0.393916745199	chr5
chr5_56708121	0.416861517574	chr5
chr5_56761152	0.402401390465	chr5
chr5_56817535	0.390557703939	chr5
chr5_56872097	0.388610101709	chr5
chr5_56924107	0.385822084829	chr5
chr5_56976187	0.37135689226	chr5
chr5_57027207	0.386316720731	chr5
chr5_57078071	0.359539299493	chr5
chr5_57130946	0.39353722888	chr5
chr5_57187608	0.380438642474	chr5
chr5_57246744	0.370723824105	chr5
chr5_57305528	0.372417664671	chr5
chr5_57358967	0.386159105608	chr5
chr5_57413081	0.381991737252	chr5
chr5_57466089	0.37527936535	chr5
chr5_57524703	0.37374807396	chr5
chr5_57576622	0.361544711231	chr5
chr5_57634470	0.3847067017	chr5
chr5_57697647	0.375836824179	chr5
chr5_57748732	0.399222392088	chr5
chr5_57801714	0.391214287906	chr5
chr5_57866887	0.377590882676	chr5
chr5_57928834	0.376809365449	chr5
chr5_57980854	0.368515205725	chr5
chr5_58036194	0.387270400482	chr5
chr5_58089329	0.393462377109	chr5
chr5_58141610	0.396401456461	chr5
chr5_58193241	0.412648471534	chr5
chr5_58246954	0.382471065026	chr5
chr5_58301731	0.3868720906	chr5
chr5_58359302	0.371610202043	chr5
chr5_58411369	0.385491410653	chr5
chr5_58463351	0.368749762709	chr5
chr5_58516028	0.364767223871	chr5
chr5_58567235	0.381470461715	chr5
chr5_58623026	0.365273274664	chr5
chr5_58674841	0.375086517165	chr5
chr5_58732632	0.374905731523	chr5
chr5_58785671	0.363005892012	chr5
chr5_58837435	0.366115491241	chr5
chr5_58888295	0.371574486983	chr5
chr5_58942337	0.362897886883	chr5
chr5_58998225	0.369519266197	chr5
chr5_59049791	0.378609706679	chr5
chr5_59102599	0.383379501385	chr5
chr5_59153138	0.373957466571	chr5
chr5_59204814	0.375409370563	chr5
chr5_59257638	0.360378685626	chr5
chr5_59310240	0.377976328975	chr5
chr5_59374706	0.368422835272	chr5
chr5_59433754	0.352938892017	chr5
chr5_59485252	0.359639966124	chr5
chr5_59536024	0.364384514334	chr5
chr5_59587787	0.380986706452	chr5
chr5_59647439	0.399484835573	chr5
chr5_59699072	0.390355142694	chr5
chr5_59758709	0.380025423568	chr5
chr5_59811415	0.401235832847	chr5
