bin.chrom	bin.start	bin.end	bin.length	gene.count	cgi.count	dist.telomere	gc.content	chrom.arm
chr4	163825801	163961720	135920	0	0	27328475	0.369003826	chr4q
chr4	163961721	164101522	139802	1	1	27192555	0.382040314	chr4q
chr4	164101523	164241428	139906	0	0	27052753	0.379125985	chr4q
chr4	164241429	164378864	137436	2	2	26912847	0.371525656	chr4q
chr4	164378865	164511186	132322	3	2	26775411	0.372553317	chr4q
chr4	164511187	164655624	144438	0	0	26643089	0.364903973	chr4q
chr4	164655625	164787659	132035	0	0	26498651	0.353050328	chr4q
chr4	164787660	164917843	130184	0	0	26366616	0.353822282	chr4q
chr4	164917844	165059063	141220	0	0	26236432	0.34919983	chr4q
chr4	165059064	165209546	150483	1	1	26095212	0.35425264	chr4q
chr4	165209547	165344884	135338	0	1	25944729	0.352295734	chr4q
chr4	165344885	165492705	147821	0	0	25809391	0.376969443	chr4q
chr4	165492706	165641305	148600	0	0	25661570	0.382537012	chr4q
chr4	165641306	165786237	144932	0	0	25512970	0.390445174	chr4q
chr4	165786238	165939547	153310	2	1	25368038	0.416946057	chr4q
chr4	165939548	166093070	153523	2	1	25214728	0.431472809	chr4q
chr4	166093071	166266552	173482	3	2	25061205	0.384374171	chr4q
chr4	166266553	166399723	133171	2	1	24887723	0.387449219	chr4q
chr4	166399724	166532998	133275	0	0	24754552	0.389780529	chr4q
chr4	166532999	166665517	132519	0	0	24621277	0.370452539	chr4q
chr4	166665518	166799097	133580	1	1	24488758	0.362726456	chr4q
chr4	166799098	166935791	136694	0	0	24355178	0.361581342	chr4q
chr4	166935792	167067802	132011	0	0	24218484	0.346675656	chr4q
chr4	167067803	167205899	138097	0	0	24086473	0.3575313	chr4q
chr4	167205900	167341861	135962	0	0	23948376	0.348001648	chr4q
chr4	167341862	167483444	141583	0	0	23812414	0.356200956	chr4q
chr4	167483445	167617895	134451	0	0	23670831	0.34177507	chr4q
chr4	167617896	167767880	149985	1	0	23536380	0.356689002	chr4q
chr4	167767881	167904707	136827	0	0	23386395	0.352357356	chr4q
chr4	167904708	168037281	132574	0	0	23249568	0.342510598	chr4q
chr4	168037282	168170540	133259	0	1	23116994	0.350662995	chr4q
chr4	168170541	168318256	147716	0	0	22983735	0.351993014	chr4q
chr4	168318257	168455059	136803	0	0	22836019	0.363201099	chr4q
chr4	168455060	168588838	133779	0	0	22699216	0.352865547	chr4q
chr4	168588839	168723220	134382	0	0	22565437	0.349034841	chr4q
chr4	168723221	168867636	144416	0	0	22431055	0.370596056	chr4q
chr4	168867637	169003393	135757	0	0	22286639	0.359185898	chr4q
chr4	169003394	169136711	133318	1	0	22150882	0.363154263	chr4q
chr4	169136712	169276360	139649	1	1	22017564	0.370070677	chr4q
chr4	169276361	169413516	137156	1	1	21877915	0.379152206	chr4q
chr4	169413517	169543957	130441	1	0	21740759	0.388719804	chr4q
chr4	169543958	169679237	135280	0	1	21610318	0.401308397	chr4q
chr4	169679238	169813185	133948	0	2	21475038	0.411667214	chr4q
chr4	169813186	169955109	141924	1	1	21341090	0.390293396	chr4q
chr4	169955110	170092965	137856	1	0	21199166	0.420003482	chr4q
chr4	170092966	170229401	136436	0	1	21061310	0.394587939	chr4q
chr4	170229402	170370808	141407	1	0	20924874	0.394365201	chr4q
chr4	170370809	170525897	155089	0	0	20783467	0.369620025	chr4q
chr4	170525898	170663353	137456	2	2	20628378	0.373974217	chr4q
chr4	170663354	170809113	145760	0	2	20490922	0.412623491	chr4q
chr4	170809114	170946036	136923	1	0	20345162	0.418191246	chr4q
chr4	170946037	171088475	142439	1	3	20208239	0.412071132	chr4q
chr4	171088476	171233678	145203	0	0	20065800	0.379282797	chr4q
chr4	171233679	171386903	153225	0	0	19920597	0.376975037	chr4q
chr4	171386904	171526147	139244	1	0	19767372	0.360855764	chr4q
chr4	171526148	171667292	141145	0	0	19628128	0.365659428	chr4q
chr4	171667293	171802142	134850	0	0	19486983	0.342662217	chr4q
chr4	171802143	171934062	131920	0	0	19352133	0.346050637	chr4q
chr4	171934063	172064048	129986	0	0	19220213	0.344067823	chr4q
chr4	172064049	172195737	131689	0	0	19090227	0.344706088	chr4q
chr4	172195738	172332032	136295	0	0	18958538	0.351054698	chr4q
chr4	172332033	172462752	130720	0	0	18822243	0.3375612	chr4q
chr4	172462753	172593608	130856	0	0	18691523	0.366486825	chr4q
chr4	172593609	172728201	134593	0	0	18560667	0.36013017	chr4q
chr4	172728202	172862706	134505	1	1	18426074	0.353451545	chr4q
chr4	172862707	172994049	131343	0	0	18291569	0.352474056	chr4q
chr4	172994050	173129424	135375	0	0	18160226	0.35534626	chr4q
chr4	173129425	173265844	136420	0	0	18024851	0.350711039	chr4q
chr4	173265845	173401779	135935	0	0	17888431	0.360025012	chr4q
chr4	173401780	173533577	131798	0	0	17752496	0.363260444	chr4q
chr4	173533578	173664695	131118	0	0	17620698	0.365624857	chr4q
chr4	173664696	173794437	129742	0	0	17489580	0.382389666	chr4q
chr4	173794438	173935270	140833	0	0	17359838	0.392386728	chr4q
chr4	173935271	174079072	143802	0	0	17219005	0.393770601	chr4q
chr4	174079073	174211458	132386	1	1	17075203	0.393787863	chr4q
chr4	174211459	174343278	131820	3	2	16942817	0.386656046	chr4q
chr4	174343279	174473098	129820	2	11	16810997	0.423370821	chr4q
chr4	174473099	174619376	146278	1	0	16681177	0.384029041	chr4q
chr4	174619377	174760719	141343	0	0	16534899	0.374549854	chr4q
chr4	174760720	174897073	136354	0	0	16393556	0.369413439	chr4q
chr4	174897074	175027265	130192	0	0	16257202	0.362218877	chr4q
chr4	175027266	175155334	128069	0	1	16127010	0.365404587	chr4q
chr4	175155335	175289140	133806	2	1	15998941	0.354954187	chr4q
chr4	175289141	175427556	138416	2	0	15865135	0.376936192	chr4q
chr4	175427557	175562088	134532	0	1	15726719	0.366091339	chr4q
chr4	175562089	175692487	130399	1	0	15592187	0.353699031	chr4q
chr4	175692488	175829920	137433	0	1	15461788	0.356479157	chr4q
chr4	175829921	175968914	138994	1	0	15324355	0.368505115	chr4q
chr4	175968915	176099355	130441	0	0	15185361	0.352143881	chr4q
chr4	176099356	176233479	134124	0	0	15054920	0.352218842	chr4q
chr4	176233480	176366321	132842	0	0	14920796	0.365863206	chr4q
chr4	176366322	176507310	140989	0	0	14787954	0.372582258	chr4q
chr4	176507311	176642919	135609	1	0	14646965	0.354305393	chr4q
chr4	176642920	176773876	130957	0	0	14511356	0.355406737	chr4q
chr4	176773877	176908175	134299	0	0	14380399	0.357783751	chr4q
chr4	176908176	177040093	131918	1	3	14246100	0.361262299	chr4q
chr4	177040094	177175159	135066	2	1	14114182	0.363947996	chr4q
chr4	177175160	177312828	137669	1	1	13979116	0.385685957	chr4q
chr4	177312829	177445784	132956	0	0	13841447	0.364421312	chr4q
chr4	177445785	177575392	129608	0	0	13708491	0.378302265	chr4q
chr4	177575393	177711093	135701	1	0	13578883	0.358560364	chr4q
chr4	177711094	177844085	132992	0	1	13443182	0.362149603	chr4q
chr4	177844086	177980435	136350	0	0	13310190	0.369189586	chr4q
chr4	177980436	178113440	133005	0	0	13173840	0.357595579	chr4q
chr4	178113441	178248514	135074	1	1	13040835	0.383611946	chr4q
chr4	178248515	178381306	132792	1	1	12905761	0.390128923	chr4q
chr4	178381307	178524316	143010	0	0	12772969	0.384350745	chr4q
chr4	178524317	178660372	136056	1	0	12629959	0.369009819	chr4q
chr4	178660373	178795237	134865	0	0	12493903	0.366707448	chr4q
chr4	178795238	178929841	134604	0	0	12359038	0.344469704	chr4q
chr4	178929842	179065079	135238	0	0	12224434	0.350241796	chr4q
chr4	179065080	179203895	138816	0	0	12089196	0.356126095	chr4q
chr4	179203896	179335267	131372	0	0	11950380	0.343817556	chr4q
chr4	179335268	179469049	133782	0	0	11819008	0.348753943	chr4q
chr4	179469050	179601799	132750	0	0	11685226	0.353227872	chr4q
chr4	179601800	179733162	131363	0	0	11552476	0.345591986	chr4q
chr4	179733163	179871044	137882	0	0	11421113	0.35201114	chr4q
chr4	179871045	180008879	137835	0	0	11283231	0.356070664	chr4q
chr4	180008880	180140879	132000	0	0	11145396	0.345606061	chr4q
chr4	180140880	180272400	131521	0	0	11013396	0.358330609	chr4q
chr4	180272401	180406293	133893	0	0	10881875	0.361482676	chr4q
chr4	180406294	180539655	133362	0	0	10747982	0.361692236	chr4q
chr4	180539656	180684374	144719	0	0	10614620	0.367574403	chr4q
chr4	180684375	180815027	130653	0	0	10469901	0.354970801	chr4q
chr4	180815028	180948149	133122	0	0	10339248	0.347838825	chr4q
chr4	180948150	181077554	129405	0	1	10206126	0.35266798	chr4q
chr4	181077555	181211050	133496	0	0	10076721	0.355074309	chr4q
chr4	181211051	181343233	132183	0	0	9943225	0.353305644	chr4q
chr4	181343234	181477351	134118	0	0	9811042	0.366982806	chr4q
chr4	181477352	181607108	129757	0	0	9676924	0.372372974	chr4q
chr4	181607109	181737719	130611	0	0	9547167	0.364877384	chr4q
chr4	181737720	181873334	135615	0	0	9416556	0.376816724	chr4q
chr4	181873335	182007774	134440	1	0	9280941	0.358977983	chr4q
chr4	182007775	182139343	131569	0	0	9146501	0.384467466	chr4q
chr4	182139344	182272886	133543	0	0	9014932	0.377593734	chr4q
chr4	182272887	182409213	136327	0	0	8881389	0.369185855	chr4q
chr4	182409214	182539846	130633	0	0	8745062	0.391417176	chr4q
chr4	182539847	182673322	133476	0	0	8614429	0.386908508	chr4q
chr4	182673323	182806732	133410	0	0	8480953	0.380128926	chr4q
chr4	182806733	182945393	138661	0	0	8347543	0.387405255	chr4q
chr4	182945394	183079458	134065	1	2	8208882	0.396844814	chr4q
chr4	183079459	183213015	133557	1	0	8074817	0.40373773	chr4q
chr4	183213016	183351095	138080	1	0	7941260	0.390701043	chr4q
chr4	183351096	183482192	131097	0	1	7803180	0.376080307	chr4q
chr4	183482193	183613760	131568	0	0	7672083	0.375615651	chr4q
chr4	183613761	183757336	143576	0	3	7540515	0.43125592	chr4q
chr4	183757337	183893109	135773	1	1	7396939	0.451150081	chr4q
chr4	183893110	184039934	146825	3	1	7261166	0.421249787	chr4q
chr4	184039935	184173879	133945	0	0	7114341	0.384769868	chr4q
chr4	184173880	184310453	136574	2	0	6980396	0.434130947	chr4q
chr4	184310454	184453744	143291	3	4	6843822	0.443984619	chr4q
chr4	184453745	184597772	144028	2	1	6700531	0.425410337	chr4q
chr4	184597773	184738701	140929	0	3	6556503	0.431855757	chr4q
chr4	184738702	184876234	137533	1	1	6415574	0.432652527	chr4q
chr4	184876235	185006544	130310	0	0	6278041	0.419016192	chr4q
chr4	185006545	185147489	140945	1	2	6147731	0.442669126	chr4q
chr4	185147490	185281319	133830	0	0	6006786	0.434117911	chr4q
chr4	185281320	185412541	131222	1	3	5872956	0.445938943	chr4q
chr4	185412542	185562033	149492	1	0	5741734	0.424109651	chr4q
chr4	185562034	185703681	141648	3	2	5592242	0.423331074	chr4q
chr4	185703682	185841271	137590	2	2	5450594	0.447365361	chr4q
chr4	185841272	185981516	140245	1	4	5313004	0.457891547	chr4q
chr4	185981517	186120134	138618	2	2	5172759	0.412009984	chr4q
chr4	186120135	186261518	141384	1	2	5034141	0.416270582	chr4q
chr4	186261519	186399116	137598	5	3	4892757	0.403174465	chr4q
chr4	186399117	186534059	134943	2	1	4755159	0.406312295	chr4q
chr4	186534060	186664086	130027	0	2	4620216	0.400216878	chr4q
chr4	186664087	186795804	131718	0	0	4490189	0.407324739	chr4q
chr4	186795805	186931226	135422	0	0	4358471	0.403686255	chr4q
chr4	186931227	187079309	148083	2	2	4223049	0.437058947	chr4q
chr4	187079310	187220627	141318	4	2	4074966	0.417328295	chr4q
chr4	187220628	187367771	147144	0	2	3933648	0.412928832	chr4q
chr4	187367772	187507917	140146	1	2	3786504	0.432449017	chr4q
chr4	187507918	187639050	131133	1	0	3646358	0.41001121	chr4q
chr4	187639051	187775458	136408	0	1	3515225	0.407923289	chr4q
chr4	187775459	187920634	145176	0	2	3378817	0.414290241	chr4q
chr4	187920635	188060708	140074	0	2	3233641	0.394926967	chr4q
chr4	188060709	188190001	129293	0	0	3093567	0.383802681	chr4q
chr4	188190002	188320365	130364	0	0	2964274	0.384922218	chr4q
chr4	188320366	188460116	139751	0	1	2833910	0.395031163	chr4q
chr4	188460117	188595474	135358	0	1	2694159	0.381048774	chr4q
chr4	188595475	188731518	136044	0	0	2558801	0.38733057	chr4q
chr4	188731519	188883134	151616	0	0	2422757	0.388131859	chr4q
chr4	188883135	189029289	146155	2	2	2271141	0.429071876	chr4q
chr4	189029290	189179135	149846	1	1	2124986	0.442427559	chr4q
chr4	189179136	189322773	143638	0	1	1975140	0.409940267	chr4q
chr4	189322774	189467093	144320	1	0	1831502	0.397103659	chr4q
chr4	189467094	189608202	141109	0	2	1687182	0.385467972	chr4q
chr4	189608203	189745220	137018	0	0	1546073	0.375811937	chr4q
chr4	189745221	189879116	133896	0	0	1409055	0.370713091	chr4q
chr4	189879117	190016320	137204	0	0	1275159	0.389718959	chr4q
chr4	190016321	190156866	140546	0	0	1137955	0.388997197	chr4q
chr4	190156867	190300150	143284	0	3	997409	0.394307808	chr4q
chr4	190300151	190442459	142309	1	0	854125	0.410444877	chr4q
chr4	190442460	190610416	167957	0	1	711816	0.420315914	chr4q
chr4	190610417	190747490	137074	0	1	543859	0.417752455	chr4q
chr4	190747491	191154275	406785	5	12	406785	0.448573883	chr4q
chr5	0	167528	167529	1	5	0	0.469088231	chr5p
chr5	167529	341489	173961	5	15	167529	0.509384287	chr5p
chr5	341490	479612	138123	5	11	341490	0.533444828	chr5p
chr5	479613	619665	140053	1	16	479613	0.564179275	chr5p
chr5	619666	852989	233324	2	14	619666	0.522925203	chr5p
chr5	852990	992820	139831	2	6	852990	0.512912015	chr5p
chr5	992821	1130320	137500	2	26	992821	0.595854545	chr5p
chr5	1130321	1262257	131937	3	16	1130321	0.581148578	chr5p
chr5	1262258	1403446	141189	2	9	1262258	0.537846433	chr5p
chr5	1403447	1534393	130947	1	11	1403447	0.540447662	chr5p
chr5	1534394	1705357	170964	2	9	1534394	0.499748485	chr5p
chr5	1705358	1841784	136427	3	8	1705358	0.508946176	chr5p
chr5	1841785	1976846	135062	1	8	1841785	0.525529016	chr5p
chr5	1976847	2111451	134605	0	3	1976847	0.43933732	chr5p
chr5	2111452	2243037	131586	0	3	2111452	0.475574909	chr5p
chr5	2243038	2374505	131468	0	0	2243038	0.458872121	chr5p
chr5	2374506	2505161	130656	0	0	2374506	0.445513409	chr5p
chr5	2505162	2634061	128900	0	1	2505162	0.45386346	chr5p
chr5	2634062	2761749	127688	2	3	2634062	0.478502287	chr5p
chr5	2761750	2892895	131146	0	1	2761750	0.424618364	chr5p
chr5	2892896	3023108	130213	0	0	2892896	0.423513781	chr5p
chr5	3023109	3154151	131043	0	0	3023109	0.45810917	chr5p
chr5	3154152	3285115	130964	0	1	3154152	0.446428026	chr5p
chr5	3285116	3417384	132269	1	3	3285116	0.459676871	chr5p
chr5	3417385	3554696	137312	0	1	3417385	0.421565486	chr5p
chr5	3554697	3688006	133310	1	4	3554697	0.470407321	chr5p
chr5	3688007	3819297	131291	0	0	3688007	0.422656542	chr5p
chr5	3819298	3949301	130004	0	1	3819298	0.422733147	chr5p
chr5	3949302	4079388	130087	0	1	3949302	0.407411963	chr5p
chr5	4079389	4210543	131155	0	0	4079389	0.413777591	chr5p
chr5	4210544	4339832	129289	0	0	4210544	0.406755408	chr5p
chr5	4339833	4471168	131336	0	0	4339833	0.386885545	chr5p
chr5	4471169	4604823	133655	0	0	4471169	0.395480902	chr5p
chr5	4604824	4745021	140198	0	0	4604824	0.391510578	chr5p
chr5	4745022	4879497	134476	0	1	4745022	0.381108897	chr5p
chr5	4879498	5014699	135202	0	0	4879498	0.413721691	chr5p
chr5	5014700	5148418	133719	2	1	5014700	0.41348649	chr5p
chr5	5148419	5278935	130517	0	0	5148419	0.411517274	chr5p
chr5	5278936	5411956	133021	0	1	5278936	0.451891055	chr5p
chr5	5411957	5548190	136234	1	2	5411957	0.413655916	chr5p
chr5	5548191	5677952	129762	0	0	5548191	0.427883356	chr5p
chr5	5677953	5808328	130376	0	0	5677953	0.418773394	chr5p
chr5	5808329	5939032	130704	0	1	5808329	0.407967621	chr5p
chr5	5939033	6067629	128597	0	0	5939033	0.410654992	chr5p
chr5	6067630	6202048	134419	0	0	6067630	0.429790431	chr5p
chr5	6202049	6331770	129722	1	0	6202049	0.432887251	chr5p
chr5	6331771	6462243	130473	2	2	6331771	0.461743043	chr5p
chr5	6462244	6594885	132642	1	1	6462244	0.46710695	chr5p
chr5	6594886	6728953	134068	3	2	6594886	0.446579348	chr5p
chr5	6728954	6858688	129735	1	3	6728954	0.457540371	chr5p
chr5	6858689	6996151	137463	0	0	6858689	0.408459004	chr5p
chr5	6996152	7138958	142807	0	0	6996152	0.399378182	chr5p
chr5	7138959	7312938	173980	1	1	7138959	0.404971836	chr5p
chr5	7312939	7442281	129343	1	1	7312939	0.410714148	chr5p
chr5	7442282	7573215	130934	0	0	7442282	0.3976049	chr5p
chr5	7573216	7707228	134013	0	0	7573216	0.40624417	chr5p
chr5	7707229	7837760	130532	1	0	7707229	0.42128367	chr5p
chr5	7837761	7967231	129471	2	3	7837761	0.403673409	chr5p
chr5	7967232	8105973	138742	0	0	7967232	0.392375777	chr5p
chr5	8105974	8243960	137987	0	0	8105974	0.388790248	chr5p
chr5	8243961	8380688	136728	0	0	8243961	0.38948862	chr5p
chr5	8380689	8511558	130870	0	1	8380689	0.391090395	chr5p
chr5	8511559	8642907	131349	0	0	8511559	0.380033346	chr5p
chr5	8642908	8784511	141604	0	0	8642908	0.38080139	chr5p
chr5	8784512	8913257	128746	0	0	8784512	0.382932285	chr5p
chr5	8913258	9053734	140477	1	0	8913258	0.386326587	chr5p
chr5	9053735	9184656	130922	0	0	9053735	0.401154886	chr5p
chr5	9184657	9319520	134864	0	0	9184657	0.395998932	chr5p
chr5	9319521	9448941	129421	0	0	9319521	0.400027816	chr5p
chr5	9448942	9579613	130672	1	1	9448942	0.410470491	chr5p
chr5	9579614	9714065	134452	2	0	9579614	0.39395472	chr5p
chr5	9714066	9848309	134244	0	0	9714066	0.408375793	chr5p
chr5	9848310	9982832	134523	0	0	9848310	0.418329951	chr5p
chr5	9982833	10129819	146987	0	0	9982833	0.423506841	chr5p
chr5	10129820	10268122	138303	2	1	10129820	0.425789751	chr5p
chr5	10268123	10409768	141646	2	3	10268123	0.429232029	chr5p
chr5	10409769	10545510	135742	1	1	10409769	0.463607432	chr5p
chr5	10545511	10680995	135485	2	2	10545511	0.479484814	chr5p
chr5	10680996	10816318	135323	0	1	10680996	0.446339499	chr5p
chr5	10816319	10951197	134879	0	0	10816319	0.420191431	chr5p
chr5	10951198	11082813	131616	1	0	10951198	0.418277413	chr5p
chr5	11082814	11213416	130603	0	0	11082814	0.41087877	chr5p
chr5	11213417	11347615	134199	0	0	11213417	0.412544058	chr5p
chr5	11347616	11477376	129761	0	1	11347616	0.38833702	chr5p
chr5	11477377	11606191	128815	0	0	11477377	0.381655863	chr5p
chr5	11606192	11741602	135411	0	0	11606192	0.378691539	chr5p
chr5	11741603	11873131	131529	0	0	11741603	0.37939922	chr5p
chr5	11873132	12003579	130448	0	1	11873132	0.367495094	chr5p
chr5	12003580	12139732	136153	0	0	12003580	0.366763861	chr5p
chr5	12139733	12275163	135431	0	0	12139733	0.354675074	chr5p
chr5	12275164	12405609	130446	0	0	12275164	0.353479601	chr5p
chr5	12405610	12543831	138222	0	0	12405610	0.360043987	chr5p
chr5	12543832	12680885	137054	1	0	12543832	0.361477958	chr5p
chr5	12680886	12809919	129034	0	1	12680886	0.345722833	chr5p
chr5	12809920	12941842	131923	0	0	12809920	0.355411869	chr5p
chr5	12941843	13072869	131027	0	0	12941843	0.348554115	chr5p
chr5	13072870	13208068	135199	0	0	13072870	0.357650574	chr5p
chr5	13208069	13340095	132027	0	0	13208069	0.362933339	chr5p
chr5	13340096	13476730	136635	0	0	13340096	0.387265342	chr5p
chr5	13476731	13606622	129892	0	0	13476731	0.391609953	chr5p
chr5	13606623	13741116	134494	1	0	13606623	0.395437715	chr5p
chr5	13741117	13880571	139455	0	1	13741117	0.387393783	chr5p
chr5	13880572	14015788	135217	0	1	13880572	0.406361626	chr5p
chr5	14015789	14152965	137177	1	1	14015789	0.436530905	chr5p
chr5	14152966	14281157	128192	0	0	14152966	0.413021093	chr5p
chr5	14281158	14412514	131357	0	0	14281158	0.43150346	chr5p
chr5	14412515	14545566	133052	0	2	14412515	0.450733548	chr5p
chr5	14545567	14683199	137633	2	2	14545567	0.424374968	chr5p
chr5	14683200	14816230	133031	1	0	14683200	0.44312228	chr5p
chr5	14816231	14956508	140278	0	2	14816231	0.425982692	chr5p
chr5	14956509	15090787	134279	0	0	14956509	0.412007834	chr5p
chr5	15090788	15225116	134329	0	0	15090788	0.386104266	chr5p
chr5	15225117	15369205	144089	0	0	15225117	0.381174135	chr5p
chr5	15369206	15506357	137152	1	1	15369206	0.390340644	chr5p
chr5	15506358	15641094	134737	0	0	15506358	0.401997966	chr5p
chr5	15641095	15772711	131617	0	0	15641095	0.38765509	chr5p
chr5	15772712	15914882	142171	0	0	15772712	0.3970852	chr5p
chr5	15914883	16044695	129813	0	2	15914883	0.398534815	chr5p
chr5	16044696	16174568	129873	1	0	16044696	0.394092691	chr5p
chr5	16174569	16308271	133703	0	1	16174569	0.39719378	chr5p
chr5	16308272	16455958	147687	1	0	16308272	0.404443181	chr5p
chr5	16455959	16588142	132184	1	1	16455959	0.416359015	chr5p
chr5	16588143	16737840	149698	1	2	16588143	0.443693303	chr5p
chr5	16737841	16880484	142644	0	0	16737841	0.435601918	chr5p
chr5	16880485	17031878	151394	0	2	16880485	0.446966194	chr5p
chr5	17031879	17182205	150327	1	0	17031879	0.441737013	chr5p
chr5	17182206	17319536	137331	1	4	17182206	0.423480496	chr5p
chr5	17319537	17457829	138293	1	1	17319537	0.412927625	chr5p
chr5	17457830	17694694	236865	0	2	17457830	0.422888181	chr5p
chr5	17694695	17832869	138175	0	0	17694695	0.37930161	chr5p
chr5	17832870	17967595	134726	0	0	17832870	0.365200481	chr5p
chr5	17967596	18101975	134380	0	0	17967596	0.356920673	chr5p
chr5	18101976	18236793	134818	0	0	18101976	0.357526443	chr5p
chr5	18236794	18373275	136482	0	0	18236794	0.36883252	chr5p
chr5	18373276	18511387	138112	0	0	18373276	0.354784523	chr5p
chr5	18511388	18648174	136787	0	0	18511388	0.368222126	chr5p
chr5	18648175	18785747	137573	0	0	18648175	0.3545027	chr5p
chr5	18785748	18917704	131957	0	0	18785748	0.343733186	chr5p
chr5	18917705	19048128	130424	0	0	18917705	0.345703245	chr5p
chr5	19048129	19191407	143279	0	0	19048129	0.344035064	chr5p
chr5	19191408	19325499	134092	0	0	19191408	0.365793634	chr5p
chr5	19325500	19457228	131729	0	0	19325500	0.343189427	chr5p
chr5	19457229	19594114	136886	1	0	19457229	0.348399398	chr5p
chr5	19594115	19726901	132787	0	0	19594115	0.34436353	chr5p
chr5	19726902	19861649	134748	0	0	19726902	0.357059103	chr5p
chr5	19861650	19992500	130851	0	0	19861650	0.34196911	chr5p
chr5	19992501	20126339	133839	0	0	19992501	0.347992738	chr5p
chr5	20126340	20261214	134875	0	0	20126340	0.343911029	chr5p
chr5	20261215	20399335	138121	0	1	20261215	0.360546188	chr5p
chr5	20399336	20532395	133060	0	0	20399336	0.346918683	chr5p
chr5	20532396	20666472	134077	0	0	20532396	0.355803009	chr5p
chr5	20666473	20958025	291553	0	0	20666473	0.351126553	chr5p
chr5	20958026	21091154	133129	0	0	20958026	0.35361191	chr5p
chr5	21091155	21231879	140725	0	0	21091155	0.353874578	chr5p
chr5	21231880	21450946	219067	0	0	21231880	0.354156491	chr5p
chr5	21450947	21637938	186992	1	1	21450947	0.379283606	chr5p
chr5	21637939	21771568	133630	1	0	21637939	0.343059193	chr5p
chr5	21771569	21904354	132786	0	0	21771569	0.350827647	chr5p
chr5	21904355	22085230	180876	0	0	21904355	0.357803136	chr5p
chr5	22085231	22275091	189861	1	0	22085231	0.354949147	chr5p
chr5	22275092	22412328	137237	0	0	22275092	0.35359269	chr5p
chr5	22412329	22544837	132509	0	0	22412329	0.352127025	chr5p
chr5	22544838	22677622	132785	0	0	22544838	0.356599013	chr5p
chr5	22677623	22808582	130960	0	0	22677623	0.34397526	chr5p
chr5	22808583	22943475	134893	0	0	22808583	0.35777987	chr5p
chr5	22943476	23073580	130105	0	0	22943476	0.3512855	chr5p
chr5	23073581	23208902	135322	0	0	23073581	0.361360311	chr5p
chr5	23208903	23342079	133177	0	0	23208903	0.356923493	chr5p
chr5	23342080	23473898	131819	0	0	23342080	0.353219187	chr5p
chr5	23473899	23608217	134319	1	0	23473899	0.352325434	chr5p
chr5	23608218	23745018	136801	0	0	23608218	0.357139202	chr5p
chr5	23745019	23877438	132420	0	0	23745019	0.352167346	chr5p
chr5	23877439	24013295	135857	0	0	23877439	0.348425182	chr5p
chr5	24013296	24148107	134812	0	0	24013296	0.349531199	chr5p
chr5	24148108	24282409	134302	0	0	24148108	0.349607601	chr5p
chr5	24282410	24425085	142676	0	0	24282410	0.364567271	chr5p
chr5	24425086	24556583	131498	1	0	24425086	0.346841777	chr5p
chr5	24556584	24690492	133909	0	0	24556584	0.351611916	chr5p
chr5	24690493	24824464	133972	0	0	24690493	0.350364255	chr5p
chr5	24824465	24955658	131194	0	0	24824465	0.34836959	chr5p
chr5	24955659	25095716	140058	0	0	24955659	0.346934841	chr5p
chr5	25095717	25239049	143333	0	1	25095717	0.353951986	chr5p
chr5	25239050	25374350	135301	0	0	25239050	0.350551733	chr5p
chr5	25374351	25517234	142884	0	0	25374351	0.342676577	chr5p
chr5	25517235	25650218	132984	0	0	25517235	0.348635926	chr5p
chr5	25650219	25782545	132327	0	0	25650219	0.341933241	chr5p
chr5	25782546	25918352	135807	0	1	25782546	0.363611596	chr5p
chr5	25918353	26050748	132396	0	0	25918353	0.338280613	chr5p
chr5	26050749	26184165	133417	0	0	26050749	0.339926696	chr5p
chr5	26184166	26321190	137025	0	0	26184166	0.362189382	chr5p
chr5	26321191	26455495	134305	0	0	26321191	0.364320018	chr5p
chr5	26455496	26593527	138032	0	0	26455496	0.353439782	chr5p
chr5	26593528	26723818	130291	0	1	26593528	0.346163588	chr5p
chr5	26723819	26854937	131119	0	0	26723819	0.343794568	chr5p
chr5	26854938	26987311	132374	1	0	26854938	0.336878843	chr5p
chr5	26987312	27120006	132695	0	0	26987312	0.343675346	chr5p
chr5	27120007	27258172	138166	0	0	27120007	0.348189859	chr5p
chr5	27258173	27387669	129497	0	0	27258173	0.344509911	chr5p
chr5	27387670	27521584	133915	0	0	27387670	0.347317328	chr5p
chr5	27521585	27653519	131935	0	0	27521585	0.344161898	chr5p
chr5	27653520	27791780	138261	0	0	27653520	0.34512263	chr5p
chr5	27791781	27926578	134798	0	0	27791781	0.343929435	chr5p
chr5	27926579	28060835	134257	0	0	27926579	0.347624332	chr5p
chr5	28060836	28192940	132105	0	0	28060836	0.346746906	chr5p
chr5	28192941	28329123	136183	0	0	28192941	0.343075127	chr5p
chr5	28329124	28462534	133411	0	0	28329124	0.352122389	chr5p
chr5	28462535	28599904	137370	0	0	28462535	0.353854553	chr5p
chr5	28599905	28732417	132513	0	0	28599905	0.332088172	chr5p
chr5	28732418	28878749	146332	0	1	28732418	0.353798212	chr5p
chr5	28878750	29016301	137552	1	1	28878750	0.354207863	chr5p
chr5	29016302	29149998	133697	0	0	29016302	0.354630246	chr5p
chr5	29149999	29286046	136048	0	0	29149999	0.345091438	chr5p
chr5	29286047	29417428	131382	0	0	29286047	0.339460504	chr5p
chr5	29417429	29569649	152221	0	0	29417429	0.353059039	chr5p
